Method,Env,Dim,Scale,Type,Seed,Score
raw_noisy,halfcheetah-medium-v2,17,1.5,nonlinear,2,26.24992508206451
raw_noisy,halfcheetah-medium-v2,17,2.0,nonlinear,1,12.419056212243403
raw_noisy,halfcheetah-medium-v2,17,2.0,nonlinear,3,10.95302110697852
raw_noisy,halfcheetah-medium-v2,17,2.0,nonlinear,2,16.18956126186008
raw_noisy,halfcheetah-medium-v2,13,2.0,nonlinear,1,15.304219690760263
raw_noisy,halfcheetah-medium-v2,13,2.0,nonlinear,3,17.687591172626515
raw_noisy,halfcheetah-medium-v2,13,2.0,nonlinear,2,16.616186423400407
raw_noisy,halfcheetah-medium-v2,4,1.0,nonlinear,1,34.23456406504538
raw_noisy,halfcheetah-medium-v2,4,1.0,nonlinear,3,32.332218724765106
raw_noisy,halfcheetah-medium-v2,4,1.0,nonlinear,2,37.36127168933703
raw_noisy,halfcheetah-medium-v2,8,0.5,nonlinear,1,35.78838020405988
raw_noisy,halfcheetah-medium-v2,8,0.5,nonlinear,3,38.09920226440957
raw_noisy,halfcheetah-medium-v2,8,0.5,nonlinear,2,37.1923447528218
disentangled_barlow_no_priv,halfcheetah-medium-v2,8,1.5,nonlinear,1,33.683574533234534
disentangled_barlow_no_priv,halfcheetah-medium-v2,8,1.5,nonlinear,3,30.949020624883623
disentangled_barlow_no_priv,halfcheetah-medium-v2,8,1.5,nonlinear,2,32.31634194000887
disentangled_barlow_no_priv,halfcheetah-medium-v2,13,1.0,nonlinear,1,36.488398263597496
disentangled_barlow_no_priv,halfcheetah-medium-v2,13,1.0,nonlinear,3,37.26403650806131
disentangled_barlow_no_priv,halfcheetah-medium-v2,13,1.0,nonlinear,2,37.20756043845114
disentangled_barlow_no_priv,halfcheetah-medium-v2,8,1.0,nonlinear,1,37.046668309371285
disentangled_barlow_no_priv,halfcheetah-medium-v2,8,1.0,nonlinear,3,36.80438686942507
disentangled_barlow_no_priv,halfcheetah-medium-v2,8,1.0,nonlinear,2,34.37855381592648
disentangled_barlow_no_priv,halfcheetah-medium-v2,4,1.5,nonlinear,1,35.038819516073765
disentangled_barlow_no_priv,halfcheetah-medium-v2,4,1.5,nonlinear,3,34.33950827347584
disentangled_barlow_no_priv,halfcheetah-medium-v2,4,1.5,nonlinear,2,35.413544265620025
disentangled_barlow_no_priv,halfcheetah-medium-v2,17,0.5,nonlinear,1,6.798673768562652
disentangled_barlow_no_priv,halfcheetah-medium-v2,17,0.5,nonlinear,3,38.758380820377795
disentangled_barlow_no_priv,halfcheetah-medium-v2,17,0.5,nonlinear,2,38.22280712568416
disentangled_barlow_no_priv,halfcheetah-medium-v2,8,2.0,nonlinear,1,24.70406681361198
disentangled_barlow_no_priv,halfcheetah-medium-v2,8,2.0,nonlinear,3,24.83310392611375
disentangled_barlow_no_priv,halfcheetah-medium-v2,8,2.0,nonlinear,2,25.09405821143901
disentangled_barlow_no_priv,halfcheetah-medium-v2,17,1.0,nonlinear,1,34.763128439875466
disentangled_barlow_no_priv,halfcheetah-medium-v2,17,1.0,nonlinear,3,31.151937214274056
disentangled_barlow_no_priv,halfcheetah-medium-v2,17,1.0,nonlinear,2,36.3589141216113
disentangled_barlow_no_priv,halfcheetah-medium-v2,13,1.5,nonlinear,1,31.588964576575783
disentangled_barlow_no_priv,halfcheetah-medium-v2,13,1.5,nonlinear,3,29.438369215381133
disentangled_barlow_no_priv,halfcheetah-medium-v2,13,1.5,nonlinear,2,25.29210127827799
disentangled_barlow_no_priv,halfcheetah-medium-v2,13,0.5,nonlinear,1,10.565280025870528
disentangled_barlow_no_priv,halfcheetah-medium-v2,13,0.5,nonlinear,3,39.55014021869492
disentangled_barlow_no_priv,halfcheetah-medium-v2,13,0.5,nonlinear,2,38.73572303905948
disentangled_barlow_no_priv,halfcheetah-medium-v2,4,2.0,nonlinear,1,29.44183045299199
disentangled_barlow_no_priv,halfcheetah-medium-v2,4,2.0,nonlinear,3,34.65412766201342
disentangled_barlow_no_priv,halfcheetah-medium-v2,4,2.0,nonlinear,2,28.600208995727893
disentangled_barlow_no_priv,halfcheetah-medium-v2,4,0.5,nonlinear,1,11.001942024654273
disentangled_barlow_no_priv,halfcheetah-medium-v2,4,0.5,nonlinear,3,38.340279895077146
disentangled_barlow_no_priv,halfcheetah-medium-v2,4,0.5,nonlinear,2,36.79013331367494
disentangled_barlow_no_priv,halfcheetah-medium-v2,17,1.5,nonlinear,1,21.39333594183555
disentangled_barlow_no_priv,halfcheetah-medium-v2,17,1.5,nonlinear,3,27.017652908461514
disentangled_barlow_no_priv,halfcheetah-medium-v2,17,1.5,nonlinear,2,23.9954122648737
disentangled_barlow_no_priv,halfcheetah-medium-v2,17,2.0,nonlinear,1,12.809173684824895
disentangled_barlow_no_priv,halfcheetah-medium-v2,17,2.0,nonlinear,3,10.858407994025427
disentangled_barlow_no_priv,halfcheetah-medium-v2,17,2.0,nonlinear,2,10.974019238348246
disentangled_barlow_no_priv,halfcheetah-medium-v2,13,2.0,nonlinear,1,19.283423355649777
disentangled_barlow_no_priv,halfcheetah-medium-v2,13,2.0,nonlinear,3,15.11941369479003
disentangled_barlow_no_priv,halfcheetah-medium-v2,13,2.0,nonlinear,2,14.467699134086182
disentangled_barlow_no_priv,halfcheetah-medium-v2,4,1.0,nonlinear,1,37.623599302169325
disentangled_barlow_no_priv,halfcheetah-medium-v2,4,1.0,nonlinear,3,38.1565151804753
disentangled_barlow_no_priv,halfcheetah-medium-v2,4,1.0,nonlinear,2,38.56637177806081
disentangled_barlow_no_priv,halfcheetah-medium-v2,8,0.5,nonlinear,1,19.039307681820343
disentangled_barlow_no_priv,halfcheetah-medium-v2,8,0.5,nonlinear,3,38.55612082021501
disentangled_barlow_no_priv,halfcheetah-medium-v2,8,0.5,nonlinear,2,35.95216974087752
disentangled_barlow,halfcheetah-medium-v2,8,1.5,nonlinear,1,35.00252139284344
disentangled_barlow,halfcheetah-medium-v2,8,1.5,nonlinear,3,37.992294704452895
disentangled_barlow,halfcheetah-medium-v2,8,1.5,nonlinear,2,36.64562877744258
disentangled_barlow,halfcheetah-medium-v2,13,1.0,nonlinear,1,38.30272074046144
disentangled_barlow,halfcheetah-medium-v2,13,1.0,nonlinear,3,36.828954105527444
disentangled_barlow,halfcheetah-medium-v2,13,1.0,nonlinear,2,34.040546260595775
disentangled_barlow,halfcheetah-medium-v2,8,1.0,nonlinear,1,39.40748873264377
disentangled_barlow,halfcheetah-medium-v2,8,1.0,nonlinear,3,39.24462743046398
disentangled_barlow,halfcheetah-medium-v2,8,1.0,nonlinear,2,38.15988691696525
disentangled_barlow,halfcheetah-medium-v2,4,1.5,nonlinear,1,37.08629958244519
disentangled_barlow,halfcheetah-medium-v2,4,1.5,nonlinear,3,38.276007662155116
disentangled_barlow,halfcheetah-medium-v2,4,1.5,nonlinear,2,39.78079261386907
disentangled_barlow,halfcheetah-medium-v2,17,0.5,nonlinear,1,37.407549271991805
disentangled_barlow,halfcheetah-medium-v2,17,0.5,nonlinear,3,37.98337546785493
disentangled_barlow,halfcheetah-medium-v2,17,0.5,nonlinear,2,39.02389696463558
disentangled_barlow,halfcheetah-medium-v2,8,2.0,nonlinear,1,32.99387304941404
disentangled_barlow,halfcheetah-medium-v2,8,2.0,nonlinear,3,34.174252167656114
disentangled_barlow,halfcheetah-medium-v2,8,2.0,nonlinear,2,31.39933589651046
disentangled_barlow,halfcheetah-medium-v2,17,1.0,nonlinear,1,36.64140115118818
disentangled_barlow,halfcheetah-medium-v2,17,1.0,nonlinear,3,35.59999663962327
disentangled_barlow,halfcheetah-medium-v2,17,1.0,nonlinear,2,38.71013141886273
disentangled_barlow,halfcheetah-medium-v2,13,1.5,nonlinear,1,35.496323313063314
disentangled_barlow,halfcheetah-medium-v2,13,1.5,nonlinear,3,34.740660010730494
disentangled_barlow,halfcheetah-medium-v2,13,1.5,nonlinear,2,32.98615044114451
disentangled_barlow,halfcheetah-medium-v2,13,0.5,nonlinear,1,40.396153404280945
disentangled_barlow,halfcheetah-medium-v2,13,0.5,nonlinear,3,38.891484335757724
disentangled_barlow,halfcheetah-medium-v2,13,0.5,nonlinear,2,37.941055510726606
disentangled_barlow,halfcheetah-medium-v2,4,2.0,nonlinear,1,36.40895697927018
disentangled_barlow,halfcheetah-medium-v2,4,2.0,nonlinear,3,36.21040734972837
disentangled_barlow,halfcheetah-medium-v2,4,2.0,nonlinear,2,34.465407984743926
disentangled_barlow,halfcheetah-medium-v2,4,0.5,nonlinear,1,38.4695641001496
disentangled_barlow,halfcheetah-medium-v2,4,0.5,nonlinear,3,39.2357542887715
disentangled_barlow,halfcheetah-medium-v2,4,0.5,nonlinear,2,37.62813296762467
disentangled_barlow,halfcheetah-medium-v2,17,1.5,nonlinear,1,26.354786772521237
disentangled_barlow,halfcheetah-medium-v2,17,1.5,nonlinear,3,31.645849959328164
disentangled_barlow,halfcheetah-medium-v2,17,1.5,nonlinear,2,31.326771990542145
disentangled_barlow,halfcheetah-medium-v2,17,2.0,nonlinear,1,19.45157345374694
disentangled_barlow,halfcheetah-medium-v2,17,2.0,nonlinear,3,18.215497291298487
disentangled_barlow,halfcheetah-medium-v2,17,2.0,nonlinear,2,22.396312815237106
disentangled_barlow,halfcheetah-medium-v2,13,2.0,nonlinear,1,26.51306070640274
disentangled_barlow,halfcheetah-medium-v2,13,2.0,nonlinear,3,27.419711492392945
disentangled_barlow,halfcheetah-medium-v2,13,2.0,nonlinear,2,25.338130839614426
disentangled_barlow,halfcheetah-medium-v2,4,1.0,nonlinear,1,36.71149036817504
disentangled_barlow,halfcheetah-medium-v2,4,1.0,nonlinear,3,36.2066351293253
disentangled_barlow,halfcheetah-medium-v2,4,1.0,nonlinear,2,39.27363217886212
disentangled_barlow,halfcheetah-medium-v2,8,0.5,nonlinear,1,39.51298091389071
disentangled_barlow,halfcheetah-medium-v2,8,0.5,nonlinear,3,36.99216989679257
disentangled_barlow,halfcheetah-medium-v2,8,0.5,nonlinear,2,36.4938381631853
disentangled_hsic,halfcheetah-medium-v2,8,1.5,nonlinear,1,37.146816377094325
disentangled_hsic,halfcheetah-medium-v2,8,1.5,nonlinear,3,38.778503014022924
disentangled_hsic,halfcheetah-medium-v2,8,1.5,nonlinear,2,36.188717510079826
disentangled_hsic,halfcheetah-medium-v2,13,1.0,nonlinear,1,37.571273599155695
disentangled_hsic,halfcheetah-medium-v2,13,1.0,nonlinear,3,34.631984276514025
disentangled_hsic,halfcheetah-medium-v2,13,1.0,nonlinear,2,37.171860709481635
disentangled_hsic,halfcheetah-medium-v2,8,1.0,nonlinear,1,39.71564528718501
disentangled_hsic,halfcheetah-medium-v2,8,1.0,nonlinear,3,39.42725406290524
disentangled_hsic,halfcheetah-medium-v2,8,1.0,nonlinear,2,37.48722848308027
disentangled_hsic,halfcheetah-medium-v2,4,1.5,nonlinear,1,37.12014645717117
disentangled_hsic,halfcheetah-medium-v2,4,1.5,nonlinear,3,40.322195999344416
disentangled_hsic,halfcheetah-medium-v2,4,1.5,nonlinear,2,38.36842259587214
disentangled_hsic,halfcheetah-medium-v2,17,0.5,nonlinear,1,37.19864334055063
disentangled_hsic,halfcheetah-medium-v2,17,0.5,nonlinear,3,39.55551414531626
disentangled_hsic,halfcheetah-medium-v2,17,0.5,nonlinear,2,37.33517134697163
disentangled_hsic,halfcheetah-medium-v2,8,2.0,nonlinear,1,34.867687733223626
disentangled_hsic,halfcheetah-medium-v2,8,2.0,nonlinear,3,34.95228215386265
disentangled_hsic,halfcheetah-medium-v2,8,2.0,nonlinear,2,33.544602693560385
disentangled_hsic,halfcheetah-medium-v2,17,1.0,nonlinear,1,36.65416039413337
disentangled_hsic,halfcheetah-medium-v2,17,1.0,nonlinear,3,36.43593982876395
disentangled_hsic,halfcheetah-medium-v2,17,1.0,nonlinear,2,37.99339965730289
disentangled_hsic,halfcheetah-medium-v2,13,1.5,nonlinear,1,33.152676643454186
disentangled_hsic,halfcheetah-medium-v2,13,1.5,nonlinear,3,35.2372826081976
disentangled_hsic,halfcheetah-medium-v2,13,1.5,nonlinear,2,31.481372447911742
disentangled_hsic,halfcheetah-medium-v2,13,0.5,nonlinear,1,39.66338411898774
disentangled_hsic,halfcheetah-medium-v2,13,0.5,nonlinear,3,38.519339802243415
