Method,Env,Dim,Scale,Type,mean,std,n
plain_reward_only,halfcheetah-medium-v2,8,2.0,nonlinear,9.425116618381272,0.5226762998559839,3
plain_reward_only,halfcheetah-medium-v2,13,0.5,nonlinear,24.15995243523068,3.648221673546711,3
plain_reward_only,halfcheetah-medium-v2,13,1.0,nonlinear,18.925333282505807,3.5795364823390856,3
plain_reward_only,halfcheetah-medium-v2,13,1.5,nonlinear,13.976330929780978,3.5501961725172904,3
plain_reward_only,halfcheetah-medium-v2,13,2.0,nonlinear,8.697471249580994,0.1942269665943298,3
plain_reward_only,halfcheetah-medium-v2,17,0.5,nonlinear,23.269427344175416,4.414389081865093,3
plain_reward_only,halfcheetah-medium-v2,17,1.0,nonlinear,16.79456166085561,4.446607535244497,3
plain_reward_only,halfcheetah-medium-v2,17,1.5,nonlinear,12.672343420293656,3.067064365576534,3
plain_reward_only,halfcheetah-medium-v2,17,2.0,nonlinear,7.459614858527448,1.739771278215641,3
raw_noisy,halfcheetah-medium-v2,4,0.5,nonlinear,36.755942755092484,1.5064711979075052,3
raw_noisy,halfcheetah-medium-v2,4,1.0,nonlinear,34.64268482638251,2.5392450348466196,3
raw_noisy,halfcheetah-medium-v2,4,1.5,nonlinear,34.35783224403514,0.7908721598909914,3
raw_noisy,halfcheetah-medium-v2,4,2.0,nonlinear,29.523541031486264,0.37750424832987906,3
raw_noisy,halfcheetah-medium-v2,8,0.5,nonlinear,37.026642407097086,1.1642884518811074,3
raw_noisy,halfcheetah-medium-v2,8,1.0,nonlinear,33.836245708124586,2.440563986354767,3
raw_noisy,halfcheetah-medium-v2,8,1.5,nonlinear,30.270632946033952,2.46650790678241,3
raw_noisy,halfcheetah-medium-v2,8,2.0,nonlinear,22.797225280524568,3.2638143113703713,3
raw_noisy,halfcheetah-medium-v2,13,0.5,nonlinear,38.24350854784514,0.7292876679034505,3
raw_noisy,halfcheetah-medium-v2,13,1.0,nonlinear,33.65358455396726,0.259707341046824,3
raw_noisy,halfcheetah-medium-v2,13,1.5,nonlinear,25.547471848741463,3.702148167845431,3
raw_noisy,halfcheetah-medium-v2,13,2.0,nonlinear,16.535999095595727,1.1937074226118716,3
raw_noisy,halfcheetah-medium-v2,17,0.5,nonlinear,37.311230431265486,0.26784491017300444,3
raw_noisy,halfcheetah-medium-v2,17,1.0,nonlinear,33.30252745924279,0.35487328506067967,3
raw_noisy,halfcheetah-medium-v2,17,1.5,nonlinear,23.594092947133934,2.6982337579220985,3
raw_noisy,halfcheetah-medium-v2,17,2.0,nonlinear,13.187212860360669,2.7014601006597925,3
