Method,Env,Dim,Scale,Type,mean,std,n
raw_noisy,ant-medium-v2,56,0.5,nonlinear,79.48142083273665,7.934829699758227,3
raw_noisy,ant-medium-v2,56,1.0,nonlinear,65.70922832504898,8.807002169627822,3
raw_noisy,ant-medium-v2,56,1.5,nonlinear,55.38063627501584,6.685937583382583,3
raw_noisy,ant-medium-v2,56,2.0,nonlinear,38.2356233254168,9.904439517369726,3
raw_noisy,ant-medium-v2,83,0.5,nonlinear,84.08735482178817,5.43859949388298,3
raw_noisy,ant-medium-v2,83,1.0,nonlinear,77.4510604487146,9.461010837631312,3
raw_noisy,ant-medium-v2,83,1.5,nonlinear,48.24723864778614,2.614666353843142,3
raw_noisy,ant-medium-v2,83,2.0,nonlinear,38.872183489424636,1.2763429434065845,3
raw_noisy,ant-medium-v2,111,0.5,nonlinear,70.30995660821686,18.11557611245257,3
raw_noisy,ant-medium-v2,111,1.0,nonlinear,67.39120274886008,7.092910616276547,3
raw_noisy,ant-medium-v2,111,1.5,nonlinear,41.93004567045344,9.073157756790803,3
raw_noisy,ant-medium-v2,111,2.0,nonlinear,32.80584455348813,4.5159119841059665,3
